Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),Column 7,Column 8,Column 9
3.95,Handelsbanken,3 månader,89135.0,"1,2 mkr",2011-05-20,,,
4.45,Swedbank,Rörlig,89136.0,,,,,
4.45,Swedbank,Rörlig,89136.0,404000,nov.2008,,,
4.45,Swedbank,Rörlig,89136.0,404000,nov.2008,,,
3.8,Nordea,Rörlig,89140.0,"3,2 mkr",2012-03-21,,,
3.79,Swedbank,3 år,89140.0,"1,1",20111011,,,
3.99,Länsförsäkringar,Rörlig,89140.0,"0,58 mkr",April 2012,,,
4.3,Nordea,3 månader,89142.0,450000,2011-01-01,,,
3.6,Nordea,Rörlig,89143.0,"1,3mkr",20110415,,,
5.0,Swedbank,5 år,89151.0,"1,3mkr",71101,,,
5.05,Swedbank,5 år,89151.0,800000,Juni 2007,,,
3.63,Handelsbanken,3 månader,89160.0,,,,,
3.9,Handelsbanken,2 år,89160.0,,,,,
3.6,Nordea,3 månader,89160.0,,,,,
3.56,Handelsbanken,3 år,89177.0,800000,Februari 2012,,,
3.7,Swedbank,Rörlig,89178.0,"1,1",110805,,,
3.7,Swedbank,Rörlig,89178.0,"1,1",110805,,,
4.17,Länsförsäkringar,3 månader,89178.0,950000,januari 2012,,,
3.8,Nordea,Rörlig,89178.0,"0,46 mkr",Februari 2012,,,
3.16,SEB,3 år,89196.0,61000,20091101,,,
4.7,Swedbank,Rörlig,89196.0,"0,5mkr",20080410,,,
3.6,Nordea,3 år,89196.0,"1,5 mkr",120329,,,
4.15,Länsförsäkringar,Rörlig,89196.0,"1,9",12330,,,
4.7,Swedbank,10 år,89196.0,600000,120205,,,
3.84,Swedbank,5 år,89232.0,500000,110201,,,
4.13,Länsförsäkringar,3 månader,89233.0,1,120201,,,
4.2,Handelsbanken,Rörlig,89234.0,,,,,
4.45,Nordea,Rörlig,89234.0,"167,4",20120227,,,
3.93,Handelsbanken,3 månader,89242.0,"1,6 mkr",120201,,,
3.8,Handelsbanken,2 år,89243.0,690000,mars 2010,,,
3.1,SEB,3 år,89250.0,840000,nov 2011,,,
4.2,Nordea,Rörlig,89251.0,,,,,
3.58,Swedbank,3 år,89251.0,620000,April 2012,,,
3.03,SEB,2 år,89292.0,"3,6 milj",120227,,,
4.45,Swedbank,Rörlig,89340.0,283100,20110801,,,
3.96,Handelsbanken,2 år,89340.0,191000,111001,,,
3.9,Swedbank,3 år,89340.0,288750,20120316,,,
3.42,Nordea,Rörlig,89430.0,550000,2011-11-31,,,
3.8,Nordea,2 år,89431.0,,,,,
4.4,Nordea,8 år,89431.0,"0,5 mkr",2005-08-27,,,
4.1,Nordea,3 månader,89491.0,680000,Februari 2012,,,
3.7,Länsförsäkringar,2 år,89493.0,,,,,
3.85,Swedbank,5 år,89493.0,225000,20110926,,,
3.2,Swedbank,3 år,89493.0,169000,20091025,,,
4.2,Swedbank,Rörlig,89495.0,"0,9 mkr",20120115,,,
3.46,SEB,3 månader,89540.0,"1,9 mkr",2011-10-12,,,
3.8,Länsförsäkringar,3 år,89540.0,"275.0""0,00",120215,,,
3.8,Handelsbanken,3 år,89631.0,400000,mars 2012,,,
3.67,SEB,3 månader,89693.0,345000,2012-03-28,,,
3.77,Handelsbanken,3 månader,90323.0,"0,83 mkr",20120201,,,
4.15,Länsförsäkringar,3 månader,90326.0,700000,-,,,
3.9,Länsförsäkringar,3 månader,90327.0,635000,20120404,,,
3.95,Länsförsäkringar,3 månader,90328.0,533500,2007-10-02,,,
3.95,Länsförsäkringar,3 månader,90328.0,533500,2012-04-02,,,
4.25,SBAB,Rörlig,90332.0,,,,,
3.9,Swedbank,Rörlig,90336.0,,,,,
3.38,Handelsbanken,2 år,90336.0,,,,,
3.66,Swedbank,Rörlig,90336.0,"1,9",20120128,,,
3.14,Handelsbanken,3 år,90336.0,"1,3 mkr",100901,,,
3.9,Länsförsäkringar,3 månader,90337.0,,,,,
3.68,SEB,3 månader,90337.0,952000,111201,,,
4.15,Swedbank,Rörlig,90337.0,"1,3",120229,,,
3.55,Swedbank,3 månader,90338.0,750,2011-11-16,,,
4.2,Swedbank,3 månader,90338.0,290000,120315,,,
3.88,Handelsbanken,3 månader,90338.0,"1,05 mkr",110615,,,
4.35,Nordea,3 månader,90338.0,"1,1 mkr",2012-03-01,,,
3.69,Swedbank,2 år,90339.0,750 kkr,2011-10-10,,,
4.15,Länsförsäkringar,Rörlig,90339.0,"1,4 mkr",2009-09-10,,,
3.8,Handelsbanken,3 månader,90339.0,3mkr,2012-04-03,,,
3.95,Länsförsäkringar,3 månader,90339.0,"1,5",2012,,,
4.2,Nordea,3 månader,90342.0,,,,,
3.8,Länsförsäkringar,Rörlig,90343.0,,,,,
3.79,Handelsbanken,3 månader,90343.0,"1,4",120301,,,
5.15,Swedbank,5 år,90343.0,223000,2012-05-07,,,
4.85,Nordea,Rörlig,90344.0,"0,8 mkr",110601,,,
3.3,Länsförsäkringar,2 år,90345.0,700000,20110920,,,
4.1,Nordea,Rörlig,90345.0,"1,2",2011-03-25,,,
4.0,Swedbank,3 år,90345.0,200000,Juli 3010,,,
3.78,Swedbank,2 år,90352.0,"1,4mkr",20100810,,,
3.45,Swedbank,2 år,90352.0,625000,20120327,,,
3.05,SEB,3 månader,90353.0,,,,,
4.13,Handelsbanken,3 månader,90353.0,,,,,
3.09,Swedbank,3 år,90353.0,"2,1",2012-02-01,,,
4.33,Länsförsäkringar,Rörlig,90354.0,"0,5 mkr",november 2009,,,
2.82,SEB,2 år,90354.0,932000,2012-01-28,,,
2.59,Handelsbanken,2 år,90354.0,500000,2010-09-01,,,
2.8,Handelsbanken,3 år,90354.0,438000,2010-09-01,,,
3.68,Handelsbanken,2 år,90354.0,1000000,2011-09-01,,,
3.7,Länsförsäkringar,2 år,90354.0,"0,5 mkr",augusti 2011,,,
3.7,Nordea,Rörlig,90354.0,"2,1",ej bundet,,,
3.7,Nordea,Rörlig,90354.0,"2,1",ej bundet,,,
3.4,Handelsbanken,1 år,90355.0,"2,4",20120131,,,
3.63,Swedbank,3 månader,90355.0,"1,1 mkr",20120301,,,
3.3,Swedbank,3 år,90355.0,900000,2012-02-20,,,
4.25,Swedbank,3 år,90360.0,,,,,
3.25,Nordea,2 år,90360.0,,,,,
4.48,Nordea,7 år,90360.0,"1,2",2007-05-20,,,
3.9,Swedbank,2 år,90362.0,,,,,
4.08,SBAB,3 månader,90362.0,,,,,
3.72,Swedbank,Rörlig,90362.0,630000,20111201,,,
3.85,Swedbank,3 månader,90362.0,1570000,20120328,,,
4.1,Nordea,Rörlig,90365.0,"1,9 mkr",110830,,,
3.77,Handelsbanken,3 månader,90365.0,"1,7",20110101,,,
4.3,Länsförsäkringar,3 månader,90365.0,"2,4 mkr",feb 2010,,,
3.0,Nordea,3 år,90365.0,"1,1 mkr",februari 2012,,,
3.0,Nordea,3 år,90365.0,"1,1 mkr",Februari 2012,,,
3.9,Nordea,3 månader,90421.0,"1,9 mkr",2012-02-29,,,
3.9,Nordea,3 månader,90421.0,"1,9 mkr",2012-02-29,,,
3.36,SEB,3 månader,90421.0,"2,2 mkr",2012-03-28,,,
3.97,Länsförsäkringar,3 månader,90421.0,2500000,Februari 2010,,,
3.63,Handelsbanken,3 månader,90422.0,2500000,2012-04-01,,,
3.29,Nordea,1 år,90422.0,550000,2011,,,
3.31,SEB,3 månader,90431.0,,,,,
3.78,Swedbank,2 år,90433.0,,,,,
4.47,SBAB,Rörlig,90433.0,,,,,
3.2,Nordea,2 år,90434.0,"1,3",120403,,,
4.08,Swedbank,2 år,90435.0,"1,5mkr",december 2010,,,
4.08,Swedbank,2 år,90435.0,"1,5mkr",december 2010,,,
3.91,SEB,Rörlig,90435.0,1589000,oktober 2008,,,
3.75,Swedbank,Rörlig,90436.0,"1,65",111001,,,
3.45,Swedbank,Rörlig,90436.0,"1,7 mkr",120330,,,
4.0,Handelsbanken,5 år,90436.0,700000,2011,,,
3.8,Nordea,3 månader,90440.0,,,,,
3.5,Länsförsäkringar,3 år,90440.0,3500000,Mars 2012,,,
3.72,Swedbank,Rörlig,90441.0,"0,1 mkr",febrtuari 2008,,,
3.6,Länsförsäkringar,3 månader,90471.0,"1,8",20120401,,,
3.59,Handelsbanken,2 år,90542.0,"1,2 mkr",december 2011,,,
3.85,Handelsbanken,3 månader,90580.0,"2,5 mkr",120201,,,
3.8,Nordea,Rörlig,90581.0,"2,5 mkr",20110505,,,
3.8,Swedbank,Rörlig,90581.0,"0,8 mkr",Mars 2012,,,
3.19,SEB,1 år,90581.0,500000,februari 2012,,,
3.66,Swedbank,2 år,90581.0,700000,2012,,,
4.0,Länsförsäkringar,1 år,90586.0,,,,,
4.23,Handelsbanken,Rörlig,90587.0,,,,,
3.94,Länsförsäkringar,Rörlig,90587.0,"2,2 mkr",Juni 2011,,,
3.85,Handelsbanken,3 månader,90588.0,"1,85 mkr",Februari 2012,,,
3.4,Nordea,3 månader,90588.0,"1,3 mkr",april 2011,,,
4.9,Swedbank,Rörlig,90592.0,,,,,
4.2,Swedbank,3 månader,90592.0,"1,7 mkr",maj 2010,,,
3.88,Nordea,Rörlig,90595.0,570000,2012-01-01,,,
3.91,Handelsbanken,3 månader,90595.0,"1,25",januari,,,
4.2,Nordea,Rörlig,90596.0,,,,,
4.0,Swedbank,3 månader,90596.0,"1,2 mkr",2012-03-20,,,
4.04,Nordea,2 år,90596.0,"1,0 mkr",2011-07-01,,,
4.58,Swedbank,3 månader,90596.0,"0,63 mkr",Juni 2010,,,
4.3,Handelsbanken,3 månader,90624.0,900000,120130,,,
3.65,Handelsbanken,3 år,90625.0,,,,,
3.84,Swedbank,3 månader,90627.0,650000,1200415,,,
3.85,Swedbank,3 månader,90627.0,665000,120415,,,
3.0,Länsförsäkringar,3 år,90627.0,2,2011,,,
3.9,Skandiabanken,3 månader,90628.0,,,,,
4.2,Länsförsäkringar,Rörlig,90629.0,246000,20091215,,,
3.7,Swedbank,3 år,90637.0,"2,3",111201,,,
3.25,Handelsbanken,2 år,90643.0,,,,,
4.3,Nordea,Förmånskund,90643.0,,,,,
4.2,Länsförsäkringar,3 månader,90643.0,"1,4",20101101,,,
4.2,Nordea,Rörlig,90651.0,,,,,
3.19,Handelsbanken,3 månader,90652.0,3000000,120101,,,
4.0,Swedbank,2 år,90652.0,450000,20110220,,,
4.05,Swedbank,2 år,90654.0,,,,,
4.15,Länsförsäkringar,3 månader,90654.0,,,,,
3.68,Länsförsäkringar,3 månader,90654.0,,,,,
3.8,Nordea,3 månader,90654.0,770000,2011-08-12,,,
3.35,Swedbank,2 år,90654.0,"1,5 mkr",111101,,,
4.4,Swedbank,3 månader,90660.0,,,,,
3.6,Länsförsäkringar,2 år,90660.0,,,,,
3.85,Nordea,Rörlig,90660.0,550000,20091231,,,
4.2,Handelsbanken,3 månader,90660.0,50000,Oktober 2008,,,
3.85,Nordea,3 månader,90660.0,550000,jan 2011,,,
2.2,Swedbank,2 år,90731.0,,,,,
3.7,Swedbank,3 år,90731.0,"0,2 Mkr",2012-01-01,,,
4.2,Swedbank,3 månader,90731.0,"0,2 Mkr",2012-01-01,,,
4.66,Swedbank,3 år,90731.0,283750,2011,,,
4.44,Swedbank,2 år,90731.0,200000,2011,,,
3.8,Swedbank,3 månader,90736.0,,,,,
2.45,SEB,2 år,90738.0,"2,5 mkr",120301,,,
3.25,Handelsbanken,2 år,90738.0,"1,4",20110920,,,
4.45,Swedbank,3 månader,90738.0,"0,7 Mkr.",20120101,,,
3.71,SEB,10 år,90738.0,615000,50830,,,
4.45,Swedbank,3 månader,90741.0,"1,5 mkr",2012-01-28,,,
3.15,Nordea,2 år,90750.0,489 tkr,101020,,,
3.7,Nordea,2 år,90750.0,489 tkr,111025,,,
3.4,Nordea,3 år,90750.0,489 tkr,120127,,,
3.8,Nordea,3 månader,90750.0,135 tkr,120306,,,
4.3,Nordea,Rörlig,90751.0,,,,,
3.9,Nordea,3 månader,90751.0,595000,2012-02-01,,,
3.5,Handelsbanken,3 år,90751.0,500000,20120201,,,
3.87,Nordea,3 månader,90751.0,"1,5 mkr",2010-02-01,,,
3.7,Handelsbanken,3 månader,90752.0,2 mkr,2012-03-01,,,
4.2,Länsförsäkringar,3 månader,90752.0,,,,,
4.0,Swedbank,3 månader,90752.0,"1,5",20111231,,,
3.5,Swedbank,3 månader,90752.0,"1,8",2012-04-03,,,
3.85,Swedbank,3 månader,90752.0,"2,9 mkr",120201,,,
3.65,Länsförsäkringar,3 månader,90752.0,"2,4",20111001,,,
3.35,Länsförsäkringar,3 år,90752.0,"0,9",20120301,,,
3.7,Swedbank,2 år,90752.0,"2,5",2010-12-03,,,
2.97,Swedbank,3 år,90752.0,"1,6mkr",Feb 2010,,,
3.94,Nordea,2 år,90788.0,,,,,
4.0,Nordea,Rörlig,90788.0,,,,,
3.75,Swedbank,3 månader,90788.0,,,,,
3.6,Nordea,3 månader,90788.0,"1,9",2012-02-10,,,
4.11,SBAB,Rörlig,90788.0,"0,4",201203014,,,
3.55,Handelsbanken,3 månader,90788.0,"2,55",2012-03-01,,,
3.7,Swedbank,2 år,90788.0,303000,120320,,,
3.98,Swedbank,3 månader,90788.0,"0,34",20120303,,,
4.0,Nordea,3 månader,90788.0,"0,6 mkr",januari 2012,,,
4.65,Swedbank,Rörlig,91020.0,780000,--,,,
4.33,SBAB,3 månader,91020.0,311600,120305,,,
4.33,SBAB,3 månader,91020.0,311600,120305,,,
4.4,Swedbank,Rörlig,91020.0,400000,20120128,,,
3.13,SBAB,Rörlig,91020.0,195000,februari 2000,,,
4.2,Swedbank,Rörlig,91020.0,"0,92",september 2011,,,
4.18,Swedbank,1 år,91133.0,,,,,
2.82,Swedbank,2 år,91133.0,328500,2010,,,
3.65,Nordea,Rörlig,91133.0,"2,5",Maj 2008,,,
3.22,Handelsbanken,2 år,91134.0,525000,20120301,,,
4.46,Nordea,3 år,91134.0,1000000,101101,,,
4.0,Swedbank,3 år,91135.0,"0,8 mkr",20111101,,,
3.86,Handelsbanken,1 år,91136.0,,,,,
4.15,Länsförsäkringar,3 månader,91136.0,650000,120301,,,
3.78,Länsförsäkringar,3 månader,91191.0,400000,2011-06-01,,,
4.45,Swedbank,1 år,91191.0,310000,2011-12-09,,,
3.95,Länsförsäkringar,3 månader,91192.0,280 000 rr,120402,,,
4.46,Länsförsäkringar,3 år,91194.0,620000,2011-06-30,,,
3.45,Swedbank,3 månader,91314.0,"1,1 mkr",20110401,,,
3.7,Länsförsäkringar,5 år,91331.0,"1,65",Aug 2010,,,
4.33,SBAB,3 månader,91332.0,"1,3 milj",120229,,,
3.5,SEB,Rörlig,91333.0,,,,,
4.3,Nordea,3 månader,91335.0,,,,,
4.13,Handelsbanken,3 år,91335.0,"1,3 mkr",2011-06-01,,,
4.25,SEB,2 år,91335.0,2,100825,,,
3.88,Handelsbanken,3 månader,91335.0,"2,9",mars 2012,,,
2.93,Swedbank,3 år,91341.0,"0,7 mkr",100915,,,
3.77,Länsförsäkringar,2 år,91341.0,"1,2",20120401,,,
3.95,Swedbank,3 månader,91341.0,"1,3 mkr",februari 2012,,,
3.85,Länsförsäkringar,2 år,91342.0,"0,62",2011-12-01,,,
4.0,Swedbank,3 månader,91342.0,600000,20110128,,,
3.99,Handelsbanken,3 månader,91342.0,850000,20110607,,,
4.17,Handelsbanken,3 månader,91342.0,"1,5 mrk",2012-03-26,,,
4.41,Swedbank,Rörlig,91342.0,"1,7",2006-11-20,,,
4.64,Handelsbanken,5 år,91593.0,,,,,
4.85,Länsförsäkringar,Rörlig,91594.0,600000,2008,,,
3.65,Handelsbanken,3 månader,91597.0,"1,2 mkr",2012-02-26,,,
4.3,Swedbank,3 månader,91695.0,,,,,
4.7,Länsförsäkringar,3 år,91791.0,110000,mars 2011,,,
6.95,Nordea,Rörlig,91791.0,130000,maj 2010,,,
5.2,Nordea,5 år,91799.0,"4,5",110501,,,
3.05,SEB,2 år,91831.0,"1,25 mkr",2012-10-10,,,
3.95,Länsförsäkringar,3 månader,91832.0,600000 kr,2012-03-01,,,
3.74,Swedbank,2 år,91832.0,"2,4 mkr",20120101,,,
4.15,Swedbank,3 månader,91832.0,"1,2",ej bundet,,,
4.2,Swedbank,3 år,92066.0,"1,9 mkr",110115,,,
4.43,Handelsbanken,3 månader,92070.0,"0,25",120101,,,
3.8,Handelsbanken,Rörlig,92070.0,"1,4",2010,,,
5.15,Handelsbanken,5 år,92072.0,400000,20100110,,,
4.15,Länsförsäkringar,Rörlig,92132.0,"0,26 mkr",2010-01-01,,,
4.15,Swedbank,3 månader,92132.0,300000,2011,,,
4.05,Nordea,3 månader,92134.0,900000,20120327,,,
4.15,Länsförsäkringar,Rörlig,92191.0,,,,,
3.56,SEB,3 månader,92191.0,"0,2",2012-01-30,,,
4.1,Handelsbanken,5 år,92192.0,500000,20070506,,,
4.85,Swedbank,5 år,92192.0,827447,2010,,,
4.1,Nordea,3 månader,92232.0,,,,,
4.22,Länsförsäkringar,3 månader,92263.0,,,,,
3.4,Handelsbanken,5 år,92266.0,,,,,
4.2,Länsförsäkringar,3 månader,92267.0,,,,,
3.9,Swedbank,2 år,92273.0,225000,20111110,,,
3.65,SEB,Rörlig,92276.0,,,,,
6.05,Swedbank,Rörlig,92292.0,,,,,
4.1,Nordea,Rörlig,92331.0,"0,242mkr",2012-03-27,,,
4.43,Handelsbanken,Rörlig,93070.0,11000 kr,2007-04-01,,,
4.27,Länsförsäkringar,Rörlig,93081.0,150000,mars 2009,,,
3.6,Länsförsäkringar,3 månader,93138.0,225000,2012-01-30,,,
4.22,Länsförsäkringar,3 månader,93139.0,,,,,
3.7,Handelsbanken,2 år,93139.0,"1,5",2011-03-20,,,
3.55,Länsförsäkringar,2 år,93139.0,400000,2011-10-01,,,
5.04,Handelsbanken,5 år,93139.0,"1,6 mkr",Augusti 2007,,,
3.78,Länsförsäkringar,2 år,93141.0,"1,4 mkr",2010-12-01,,,
4.52,Swedbank,3 månader,93141.0,306000,Mars 2012,,,
4.05,Länsförsäkringar,3 månader,93142.0,"1,7 mkr",2012-04-01,,,
2.55,Handelsbanken,3 år,93142.0,900000,2012-01-31,,,
4.1,Nordea,Rörlig,93142.0,"1,5",20110102,,,
3.5,Nordea,3 månader,93144.0,,,,,
4.7,Nordea,3 år,93144.0,295,2011-03-15,,,
4.95,Handelsbanken,3 månader,93145.0,,,,,
3.78,Swedbank,3 månader,93145.0,820000,20120330,,,
4.1,Nordea,3 månader,93145.0,750 tkr,2010-05-30,,,
4.5,Länsförsäkringar,3 månader,93145.0,"0,9 mkr",20111201,,,
4.42,Länsförsäkringar,Rörlig,93145.0,300000,1998,,,
4.1,Nordea,3 månader,93145.0,750000,Mars 2010,,,
3.94,Handelsbanken,3 månader,93151.0,1mkr,2011-07-03,,,
4.43,SBAB,3 månader,93151.0,"0,1",110701,,,
4.43,SBAB,3 månader,93151.0,"0,1",110701,,,
4.13,Handelsbanken,3 månader,93151.0,"1,155mkr",2012-05-01,,,
4.99,Handelsbanken,5 år,93151.0,417kkr,2007-06-30,,,
3.3,Nordea,Rörlig,93151.0,800000,101201,,,
3.94,Handelsbanken,3 månader,93151.0,8000000,okt 2011,,,
3.516,Swedbank,2 månader,93152.0,"335.0""0,00",2009-09-01,,,
3.516,Swedbank,2 månader,93152.0,335000,September 2009,,,
4.3,SEB,3 månader,93152.0,1200000,Januarie 2012,,,
3.69,Länsförsäkringar,3 år,93153.0,380000,20111230,,,
3.3,SEB,3 år,93154.0,"1,5 mkr",20120401,,,
4.15,Swedbank,3 månader,93154.0,,,,,
4.36,Länsförsäkringar,Rörlig,93155.0,300000,?,,,
3.82,Handelsbanken,3 månader,93162.0,578000,100601,,,
3.8,Handelsbanken,3 månader,93162.0,"1,33mkr",Feb 2012,,,
3.8,Swedbank,3 månader,93164.0,"1,5 mkr",2011,,,
3.5,Nordea,2 år,93193.0,330 tkr,Mars 2012,,,
3.83,Handelsbanken,3 månader,93197.0,750000,20120331,,,
4.15,Handelsbanken,Rörlig,93197.0,200000 kr, Rörligt,,,
3.53,Handelsbanken,Rörlig,93198.0,2 mkr,2012-03-31,,,
3.12,SEB,3 månader,93198.0,394000,20110928,,,
3.71,SEB,3 månader,93198.0,389000,20120320,,,
5.47,Swedbank,6 år,93231.0,521 tkr,2012-01-31,,,
4.1,Nordea,3 månader,93233.0,"0,1",2012-03-27,,,
3.9,Swedbank,3 år,93235.0,920000,2011-10-10,,,
3.99,Handelsbanken,3 månader,93236.0,342000,2012-04-01,,,
4.0,Handelsbanken,3 månader,93237.0,,,,,
3.6,Swedbank,Rörlig,93237.0,230000,2000-01-01,,,
3.57,Swedbank,3 år,93237.0,300000,20110530,,,
3.45,Swedbank,3 månader,93237.0,800000,20120328,,,
3.7,Nordea,5 år,93251.0,,,,,
4.0,Nordea,5 år,93251.0,208000,90827,,,
4.1,Nordea,3 månader,93251.0,288000,120327,,,
3.95,Swedbank,Rörlig,93531.0,"0,35 mkr",120327,,,
4.35,Swedbank,5 år,93593.0,200000,februari 2008,,,
5.0,Swedbank,5 år,94128.0,12,mars 2010,,,
3.6,Nordea,"50% 8 år, 25% 3 år, 25% rörlig",94132.0,"1,315 mkr",20060901,,,
4.15,Swedbank,3 månader,94135.0,9000000,feb2007,,,
4.0,Swedbank,10 år,94137.0,,,,,
3.73,Handelsbanken,2 år,94139.0,199200,20120203,,,
4.29,Handelsbanken,1 år,94139.0,940000,110901,,,
3.85,Swedbank,3 månader,94141.0,900000,111001,,,
4.0,Swedbank,3 månader,94141.0,745000,juli 2011,,,
4.14,Swedbank,2 år,94141.0,"1,1 mkr",Juli 2011,,,
3.8,Swedbank,3 månader,94142.0,"0,9 mkr",Februari 2012,,,
4.1,Swedbank,Rörlig,94153.0,,,,,
3.65,Nordea,Rörlig,94164.0,"1,2",110701,,,
4.29,Swedbank,3 år,94164.0,193600,december 2011,,,
3.9,Nordea,Rörlig,94165.0,900000,20120101,,,
2.28,Länsförsäkringar,2 år,94191.0,"1,1 mkr",20100601,,,
3.23,Handelsbanken,3 år,94233.0,,,,,
3.75,Swedbank,3 månader,94235.0,290000,120301,,,
4.0,Swedbank,Rörlig,94235.0,"0,2",120301,,,
3.35,Nordea,3 år,94236.0,"0,4",20120301,,,
3.52,Länsförsäkringar,3 år,94331.0,"1,3",20120301,,,
4.15,Länsförsäkringar,Rörlig,94335.0,750000,2009-10-01,,,
4.1,Swedbank,Rörlig,94431.0,2,December 2011,,,
4.25,Swedbank,3 månader,94431.0,680000,Januari 2012,,,
4.15,SBAB,Rörlig,94432.0,230000,120101,,,
4.2,Swedbank,3 månader,94471.0,"1,2mkr",2012-01-13,,,
4.15,Swedbank,Rörlig,94473.0,"1,2",120128,,,
4.52,Swedbank,5 år,94491.0,,,,,
3.4,Nordea,3 år,94491.0,"2,8",110123,,,
3.5,Länsförsäkringar,3 år,94491.0,820000 kr,120327,,,
3.5,Länsförsäkringar,3 år,94491.0,"0,82 mkr",2012-0327,,,
3.9,Nordea,3 månader,94532.0,"0,92mkr",2012-02-02,,,
3.7,Swedbank,3 år,94533.0,"0,8",201203229,,,
4.3,Swedbank,3 månader,94533.0,,,,,
4.09,Handelsbanken,3 månader,94533.0,548000,120301,,,
5.0,Handelsbanken,5 år,94533.0,552000,71201,,,
2.6,Handelsbanken,Rörlig,94533.0,800 tkr,20120403,,,
3.7,Swedbank,3 månader,94533.0,"2,1 mkr",120316,,,
3.55,Swedbank,3 år,94591.0,1,20120403,,,
3.99,Swedbank,5 år,95040.0,392000,2010-08-17,,,
3.77,Swedbank,3 månader,95251.0,,,,,
4.1,Länsförsäkringar,1 år,95251.0,650 tkr,2011-06-30,,,
3.92,Handelsbanken,2 år,95261.0,280000,20120131,,,
3.82,Handelsbanken,2 år,95261.0,350000,20120331,,,
4.34,Handelsbanken,3 månader,95262.0,800000,20120301,,,
5.37,Swedbank,5 år,95263.0,580000,augusti 2007,,,
4.8,Handelsbanken,Rörlig,95295.0,,,,,
2.25,SEB,3 månader,95297.0,,,,,
3.9,Nordea,Rörlig,95297.0,,,,,
4.045,Swedbank,Rörlig,95337.0,700 tkr,2005,,,
4.1,Nordea,5 år,95337.0,180000,2007-05-01,,,
4.2,Nordea,2 år,95393.0,"2,2",110801,,,
4.3,Swedbank,Rörlig,95395.0,,,,,
2.9,SEB,2 år,95432.0,"1,7 mkr",2011-09-01,,,
4.15,Nordea,Rörlig,95432.0,2 mkr,20120301,,,
3.66,Handelsbanken,1 år,95433.0,"0,27 mkr",Maj 2011,,,
3.18,Swedbank,3 år,95435.0,,,,,
3.61,Swedbank,3 månader,95435.0,,,,,
3.35,SEB,2 år,95435.0,"1,5",120301,,,
3.56,Swedbank,Rörlig,95441.0,"1,5",2012-04-03,,,
3.95,Nordea,3 månader,95441.0,"2,0 mkr",2010-12-09,,,
3.35,Nordea,3 månader,95441.0,900000,120329,,,
3.7,Handelsbanken,3 månader,95441.0,"1,8 mkr",20120201,,,
3.79,Nordea,3 månader,95442.0,,,,,
4.18,Handelsbanken,3 månader,95442.0,,,,,
3.69,Swedbank,Rörlig,95541.0,"1,6",20120403,,,
4.31,Handelsbanken,3 månader,95731.0,"1,2mkr",2012-03-05,,,
6.63,SBAB,3 år,95792.0,,,,,
4.25,Handelsbanken,3 månader,95792.0,900000,20120231,,,
4.13,Handelsbanken,3 månader,95792.0,181000,Mars,,,
4.13,Handelsbanken,3 månader,95792.0,181000,Mars,,,
3.55,Handelsbanken,2 år,96132.0,5000000,2011-03-03,,,
4.1,Swedbank,1 år,96135.0,,,,,
3.9,Nordea,Rörlig,96136.0,,,,,
3.48,Handelsbanken,1 år,96136.0,"1,05 mkr",2012-03-01,,,
4.5,Swedbank,Rörlig,96137.0,400000,20120318,,,
4.13,Handelsbanken,Rörlig,96139.0,630000,2012-01-01,,,
4.13,Handelsbanken,Rörlig,96139.0,630000,2012-01-01,,,
4.31,Swedbank,Rörlig,96140.0,,,,,
3.45,Handelsbanken,2 år,96140.0,340000,April 2012,,,
3.47,Handelsbanken,3 år,96140.0,290000,April 2012,,,
3.66,Swedbank,2 år,96142.0,,,,,
4.1,Nordea,Rörlig,96142.0,585000,februari 2012,,,
4.85,Nordea,3 år,96144.0,,,,,
3.5,Swedbank,2 år,96144.0,250000,120401,,,
5.0,Handelsbanken,Rörlig,96147.0,18000,20050401,,,
4.15,Swedbank,3 månader,96147.0,403000,111220,,,
4.15,Swedbank,3 månader,96147.0,403000,111220,,,
3.25,Swedbank,3 år,96147.0,880000,20120228,,,
3.5,Swedbank,3 år,96147.0,550000,20120301,,,
3.95,Swedbank,3 år,96148.0,850000,2012-05-02,,,
3.34,Handelsbanken,3 år,96148.0,255000,2011-12-29,,,
3.36,Swedbank,3 år,96148.0,510000,oktober 2010,,,
3.83,SBAB,2 år,96148.0,400000,november 2010,,,
3.5,Swedbank,2 år,96151.0,,,,,
3.85,Swedbank,Rörlig,96151.0,500000,2012-03-28,,,
3.72,Swedbank,5 år,96164.0,199750,111201,,,
4.13,Handelsbanken,3 månader,96164.0,480000,2012-04-01,,,
4.2,Swedbank,3 månader,96167.0,647000,2012-03-30,,,
4.05,SBAB,Rörlig,96168.0,455000,111222,,,
3.62,SEB,3 månader,96196.0,155000,2012-01-28,,,
3.62,SEB,3 månader,96196.0,155000,2012-01-28,,,
3.96,SEB,3 månader,96196.0,600000,2012-01-28,,,
4.3,Swedbank,Rörlig,96198.0,400000,rörlig,,,
4.15,Swedbank,3 månader,96232.0,,,,,
3.95,Länsförsäkringar,Rörlig,96232.0,280000,90301,,,
5.03,SBAB,5 år,96299.0,600000,juni 2007,,,
3.16,SEB,3 månader,97231.0,,,,,
3.4,Handelsbanken,3 månader,97231.0,"01.0""9,00",120201,,,
